id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,Amsterdam,Centrum-West,52.37956,4.89359,Private room,88,3,268,2021-10-03,2.18,4,0
169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",806976,Nick,Amsterdam,Centrum-West,52.38104,4.88306,Entire home/apt,145,6,23,2020-01-03,0.25,1,137
171054,Spacious apartment next to center,815989,Kamiel,Amsterdam,De Baarsjes - Oud-West,52.36768,4.86646,Entire home/apt,120,3,103,2017-06-14,0.82,1,0
179528,Authentic Amsterdam apartment RAI,856540,Pierre,Amsterdam,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,250,21,29,2019-11-18,0.23,2,69
188347,Clean & Cozy room in The Baarsjes,907405,Yahav,Amsterdam,De Baarsjes - Oud-West,52.3683,4.85446,Private room,59,1,369,2020-01-27,3.44,1,0
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,Amsterdam,Centrum-West,52.37548,4.89398,Entire home/apt,165,2,200,2020-01-19,2.06,1,186
193038,Private Loft&Bathroom  Ensuite Studio Ctr Amsterda,935742,Johan,Amsterdam,Centrum-Oost,52.36057,4.89671,Private room,94,3,615,2021-10-15,4.98,1,164
213371,"Spacious apartment, great location in De Pijp!",1100324,Hendrik,Amsterdam,De Pijp - Rivierenbuurt,52.3515,4.89656,Entire home/apt,200,6,22,2019-09-02,0.18,1,6
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,Amsterdam,Centrum-West,52.37169,4.89446,Private room,115,3,169,2019-12-01,1.56,1,89
219276,Suite in Canalhouse in the heart of the center,1135329,Amsterdam Boutique Apartments,Amsterdam,Centrum-West,52.36883,4.88749,Private room,265,2,12,2021-10-18,0.47,1,346
222516,Cosy apartment in West | Quiet street | Netflix,1155595,Alex,Amsterdam,De Baarsjes - Oud-West,52.36271,4.85875,Entire home/apt,119,5,135,2020-01-03,1.31,1,5
245927,Sonnenberg - Canal side & view - Private & Central,1005087,Wytse,Amsterdam,Centrum-West,52.36815,4.88604,Entire home/apt,344,2,123,2021-08-17,1.11,1,306
247805,"Bellavista, central,with canal view",1298735,Carolien,Amsterdam,De Baarsjes - Oud-West,52.36707,4.87348,Private room,122,2,347,2019-09-22,3.61,1,322
252080,Amazing apartment historical centre,1322517,Evan,Amsterdam,Centrum-Oost,52.36936,4.90963,Entire home/apt,385,4,11,2019-10-23,0.09,1,0
254800,Amazing apartment in city center,1337537,Dj,Amsterdam,Centrum-West,52.37122,4.88211,Entire home/apt,200,2,55,2021-09-13,1.35,1,294
255809,stylish apartment free car parking and 2 bikes,1344947,F.M.,Amsterdam,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room,135,2,100,2019-11-01,0.86,1,319
262394,Charming Studio with Roof Terrace,1376607,Martin,Amsterdam,Zuid,52.35695,4.85234,Private room,88,3,113,2019-10-07,1.01,1,0
272597,"Luxury appartm, good neighbourhood",1426693,Arnoud,Amsterdam,Zuid,52.3481,4.85648,Entire home/apt,145,5,6,2018-04-08,0.08,1,0
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,Amsterdam,Bos en Lommer,52.37977,4.85574,Entire home/apt,125,4,43,2019-08-10,0.42,1,3
283170,5-bedrooms house; central location,1451657,Marco,Amsterdam,Zuid,52.35435,4.87316,Entire home/apt,621,2,109,2019-05-29,1.07,1,205
286500,"Center,Canal View, Private Bathroom",1491565,David,Amsterdam,Centrum-West,52.37561,4.9,Private room,97,3,299,2021-09-23,2.94,2,194
290701,"Center, Large&Sunny Room,Pvt Bathrm",1491565,David,Amsterdam,Centrum-West,52.37561,4.9,Private room,97,3,347,2021-10-05,3.01,2,201
291752,Cozy & large bohemian style room,1511330,Ton,Amsterdam,Oud-Oost,52.35179,4.91082,Private room,105,3,209,2019-05-27,1.74,1,307
297220,Modern apartment + rooftop terrace @city centre,1532319,Anand,Amsterdam,De Pijp - Rivierenbuurt,52.35784,4.90206,Entire home/apt,145,15,92,2019-09-15,0.82,1,88
304082,Quiet studio in the heart of town with Garden!,276068,Mirre,Amsterdam,Centrum-West,52.37239,4.89657,Private room,99,2,135,2021-09-18,1.17,1,314
304143,Unique Beautiful Houseboat (ship) in Center,1565319,Dick,Amsterdam,Oud-Oost,52.3623,4.92028,Entire home/apt,95,3,52,2017-04-10,0.48,1,0
306852,"SunShine, A Sunny Amsterdam Center Special",1141485,Gisèle And Simon,Amsterdam,Centrum-Oost,52.35931,4.89844,Entire home/apt,200,3,27,2019-09-27,0.55,3,0
307497,Sailing ship group stays in Amsterdam,1582128,Jorn,Amsterdam,Centrum-Oost,52.36733,4.92055,Entire home/apt,707,2,99,2018-09-06,0.89,2,279
307621,"SunBird, Sunny Apt in Quiet Street",1141485,Gisèle And Simon,Amsterdam,Centrum-Oost,52.35871,4.89616,Entire home/apt,125,3,2,2015-10-24,0.02,3,0
308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,Gisèle And Simon,Amsterdam,Centrum-Oost,52.35972,4.8975,Private room,95,3,35,2019-01-23,0.4,3,1
311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,Amsterdam,Centrum-West,52.37104,4.87713,Entire home/apt,220,5,82,2020-08-24,0.71,1,0
327285,beautiful designed ap.+bikes+garden,1672823,Ester,Amsterdam,De Pijp - Rivierenbuurt,52.35625,4.89323,Private room,148,3,535,2020-10-05,4.65,2,0
331946,Lovely FAMILY house near Vondelpark,1687595,Sebastiaan,Amsterdam,De Baarsjes - Oud-West,52.3606,4.85739,Entire home/apt,220,2,27,2018-01-06,0.32,1,0
343094,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,Amsterdam,Oud-Oost,52.35715,4.90926,Private room,73,3,393,2020-03-04,3.71,1,122
350271,Luxe boat AMSTERDAM IJBURG!!!,1775032,Agustina,Amsterdam,IJburg - Zeeburgereiland,52.36129,4.98845,Entire home/apt,395,7,3,2018-09-17,0.05,1,358
357932,Amsterdam appartment + southgarden,1811552,Peter,Amsterdam,De Pijp - Rivierenbuurt,52.35699,4.89705,Entire home/apt,200,3,27,2016-03-30,0.26,1,363
357980,★ STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,Amsterdam,De Baarsjes - Oud-West,52.36348,4.87648,Entire home/apt,245,2,96,2021-10-24,0.82,1,0
361342,★ Stunning City Centre Apartment #3,1826139,Esther & Jan,Amsterdam,Centrum-West,52.37962,4.8945,Entire home/apt,314,7,110,2021-08-15,1.46,8,58
366438,Amsterdam@ city centre & canal view,1849988,Nicolet,Amsterdam,Centrum-Oost,52.36738,4.89671,Private room,120,2,419,2019-05-31,3.79,1,107
367107,"IN HISTORIC CENTRE, NEXT TO AMSTEL, PEACEFUL HOME",1853421,Marijn,Amsterdam,Centrum-Oost,52.36263,4.90216,Entire home/apt,182,1,11,2019-04-28,0.2,1,41
367491,"Charming,  bright and quiet home center Amsterdam",1855417,Maarten,Amsterdam,De Baarsjes - Oud-West,52.364,4.87814,Entire home/apt,119,4,71,2021-09-26,0.61,1,0
378523,Freedom on the water!,1901477,Caroline,Amsterdam,Centrum-Oost,52.3742,4.90401,Entire home/apt,280,3,110,2021-07-30,1.15,1,232
396125,Room in Jordaan Heart of Amsterdam,1979865,Carolyn,Amsterdam,Centrum-West,52.37824,4.88532,Private room,85,3,574,2019-12-30,5.52,1,0
402353,Comfortable design apartment with roof terrace,2008330,Lidy,Amsterdam,Watergraafsmeer,52.35338,4.93407,Entire home/apt,119,2,199,2020-02-01,2.33,1,284
415619,Sunny Amsterdam East Harbor View,1336633,Stephan,Amsterdam,Oostelijk Havengebied - Indische Buurt,52.36905,4.93528,Entire home/apt,145,2,70,2020-09-13,0.63,1,270
422044,★ City Centre Loft #4,1826139,Esther & Jan,Amsterdam,Centrum-West,52.37964,4.89442,Entire home/apt,289,7,135,2021-10-18,1.17,8,34
437757,COOL DESIGN HOUSE with WiFi,2174719,Natalie,Amsterdam,De Pijp - Rivierenbuurt,52.35503,4.90516,Entire home/apt,109,3,123,2019-10-06,1.19,1,6
440992,Charming houseboat near Olympic St.,2191136,Jan,Amsterdam,Zuid,52.341621,4.849049,Entire home/apt,200,3,111,2018-04-25,1.07,1,67
441424,Family house in centre of Amsterdam,2193861,Marco,Amsterdam,Oostelijk Havengebied - Indische Buurt,52.37281,4.94303,Entire home/apt,185,4,34,2018-08-06,0.41,1,29
445660,cosy room with private entrance,2202945,Heleen,Amsterdam,De Baarsjes - Oud-West,52.37001,4.85646,Private room,70,2,409,2021-09-19,3.58,1,267
446592,Three colourful art rooms in trendy Pijp,1543378,Daniel,Amsterdam,De Pijp - Rivierenbuurt,52.35688,4.90278,Private room,100,2,239,2020-03-05,2.34,1,308
450767,Houseboat 'Saturnus' Amsterdam,2238440,Richard En Birgit,Amsterdam,Centrum-Oost,52.37006,4.90081,Entire home/apt,275,3,83,2021-08-22,0.87,2,276
462341,Central 17th Century Unique House,2297302,Milen & Joes,Amsterdam,Centrum-West,52.3739,4.89263,Entire home/apt,171,3,35,2021-10-23,0.66,1,4
481664,Live the life of A'dam on water!,1382273,Eltjo,Amsterdam,Westerpark,52.39134,4.89067,Private room,85,2,441,2020-10-06,4.7,2,308
483779,Spacious studio apartment in A'dam,2395278,Alex,Amsterdam,Slotervaart,52.3509,4.83293,Private room,100,2,38,2017-02-27,0.63,1,0
503629,"Quiet & spacious apt, near Museums & Concertgebouw",2483843,Alban,Amsterdam,Zuid,52.3543,4.87701,Entire home/apt,120,5,11,2013-08-28,0.15,1,0
505012,Centre Amsterdam perfect for family,1645998,Djoke,Amsterdam,Centrum-Oost,52.36412,4.88757,Entire home/apt,299,3,60,2019-10-23,0.66,1,133
505650,Stylish Design Apartment,2492723,Irene,Amsterdam,Zuid,52.35482,4.87438,Private room,120,3,129,2019-10-18,1.5,2,323
507598,Canal View Apartment! Jordaan Area,2501656,Stephanie,Amsterdam,Centrum-West,52.37694,4.88003,Entire home/apt,600,2,62,2018-11-25,0.54,1,361
508433,Amazing views in Amsterdam (2 bedr),1744556,Martien,Amsterdam,Geuzenveld - Slotermeer,52.37166,4.82951,Entire home/apt,275,3,63,2018-08-11,0.79,1,61
510836,★ Combo City Centre Apartments,1826139,Esther & Jan,Amsterdam,Centrum-West,52.37958,4.89451,Entire home/apt,729,7,110,2019-08-24,1.13,8,31
515088,Familyfriendly Suite incl breakfast,2536879,Hansje,Amsterdam,Noord-Oost,52.39675,4.99603,Private room,120,2,2,2018-07-26,0.06,1,339
515749,unique and luxurious houseboat,2540480,Derk,Amsterdam,Centrum-Oost,52.35902,4.89606,Entire home/apt,145,3,181,2017-06-02,1.62,1,327
515921,Apartment near centre with amazing view over city,2541099,Anne-Marie,Amsterdam,Zuid,52.35022,4.8525,Entire home/apt,159,4,77,2018-03-07,0.87,1,65
517996,Bright Canal house with amazing view! @the Jordaan,2550339,Aemilia,Amsterdam,Centrum-West,52.37827,4.88568,Entire home/apt,200,3,23,2020-03-18,0.41,1,0
522471,Beautiful grand appartment (135 m2),2569931,Harriet,Amsterdam,Bos en Lommer,52.3774,4.851,Entire home/apt,180,5,23,2018-02-04,0.32,1,0
528022,Somewhere Else,2594559,Els,Amsterdam,Westerpark,52.39114,4.88846,Private room,100,2,210,2020-02-16,3.39,1,0
538723,Beautiful ground floor apartment,356740,Dimphy,Amsterdam,Watergraafsmeer,52.354,4.93965,Entire home/apt,140,5,57,2019-08-10,0.54,1,0
549310,3 bedrooms Apartment+Garden,2699033,Barbara,Amsterdam,De Baarsjes - Oud-West,52.37126,4.86241,Entire home/apt,200,2,47,2020-01-02,0.62,1,22
553514,"B&B WestergasTverblijf , Cosy!",618589,Mirjam,Amsterdam,Westerpark,52.38444,4.86916,Entire home/apt,80,2,162,2018-08-14,1.63,1,126
556829,"peaceful stay near city centre,  airport & forrest",2737834,Sophia,Amsterdam,Buitenveldert - Zuidas,52.33558,4.86878,Entire home/apt,110,3,20,2019-05-24,0.18,2,155
568005,Bright central studio with terrace,2794849,Yasha & Dessi,Amsterdam,Zuid,52.3541,4.8815,Entire home/apt,140,2,55,2017-05-14,0.51,2,286
568446,Pretty apt in the center of A'dam,2797260,Noriko,Amsterdam,Centrum-Oost,52.37079,4.90153,Entire home/apt,92,3,103,2019-08-10,1,1,0
570753,Southern Comfort near Vondelpark,2439449,Henriette,Amsterdam,Zuid,52.34904,4.86765,Private room,75,3,369,2020-02-16,3.28,1,308
177,Tiny Home in the Heart of the City- ECO FRIENDLY,615,Joe,Denver,Washington Virginia Vale,39.69753,-104.92588,Entire home/apt,100,1,93,2021-10-24,1.54,2,361
360,Sit in the Peaceful Garden of the Chickadee Cottage in LoHi,666,Jennifer & Giovanni,Denver,Highland,39.76703,-105.00256,Entire home/apt,133,29,166,2021-08-20,7.92,2,132
364,Lodo / RiNo LOFT  via airport train,783,Jason,Denver,Five Points,39.76672,-104.97906,Entire home/apt,179,185,87,2016-04-26,0.68,1,301
590,Comfortable  - and a great value!,933,Jill,Denver,North Park Hill,39.75361,-104.91237,Private room,54,2,640,2021-10-18,7.17,2,215
592,private,933,Jill,Denver,North Park Hill,39.75481,-104.91106,Private room,52,1,163,2021-09-13,1.17,2,107
686,Alexandra's Queen Bed Room LONG-TERM RENTAL,990,Alexandra,Denver,North Capitol Hill,39.74503,-104.97756,Private room,33,30,256,2021-07-16,3.22,1,301
1940,Baker Studio Close to EVERYTHING,2150,Joanne,Denver,Baker,39.71981,-104.99649,Entire home/apt,98,1,70,2021-10-18,1.21,1,0
31503,Highland Park Guest House,135298,Rick,Denver,West Highland,39.76179,-105.02845,Entire home/apt,85,4,99,2021-09-26,2.7,1,328
39405,LoHi Secret garden at Mulberry Cottage Monthly,666,Jennifer & Giovanni,Denver,Highland,39.76605,-105.00526,Entire home/apt,110,29,626,2021-09-30,8.65,2,146
81540,Affordable S. Denver Guest House,98912,Jess,Denver,Overland,39.66787,-104.98969,Entire home/apt,77,3,185,2021-10-10,1.52,1,151
90307,Comfy King Size Room (Park Hill),489506,Doreen,Denver,South Park Hill,39.7495,-104.93362,Private room,90,1,226,2021-10-16,2.3,3,63
154999,In the Heart of Downtown Denver,745200,Susan,Denver,CBD,39.74439,-104.98927,Entire home/apt,67,90,11,2011-12-13,0.09,6,275
172196,Luxury Wash Park Home Great for Families & Groups,526354,Michael,Denver,Washington Park,39.69688,-104.96232,Entire home/apt,400,5,28,2021-08-19,0.23,1,161
192430,treetop view bedroom  east dwntwn ./  4-8 weeks,923646,Kate,Denver,South Park Hill,39.7416,-104.93613,Private room,45,29,125,2021-10-16,1.62,1,0
217996,Highland Snug,10730,William,Denver,Highland,39.75706,-105.01022,Private room,71,30,11,2017-08-06,0.15,2,275
236207,Denver Penthouse 5*Location DIA 33 Minutes $10.50,1238201,Dave,Denver,Union Station,39.75475,-105.00533,Entire home/apt,165,30,63,2020-10-31,0.83,1,130
283162,2000 SF-Lodo Club Style Condo,1475137,Lee,Denver,Union Station,39.7515,-104.99473,Entire home/apt,165,30,2,2021-08-20,0.05,1,332
286732,"House on Stout: Prairie 
welcoming solo travelers",1154806,Ellen,Denver,Five Points,39.75243,-104.98315,Private room,80,2,206,2021-10-24,2.63,2,1
364585,Washington Park Stunning Townhouse,930851,Nicholas,Denver,Washington Park West,39.69859,-104.9813,Entire home/apt,223,29,144,2021-08-29,14.5,1,124
370209,Private room in the nest - w/bathroom,269892,Maura,Denver,Baker,39.71816,-104.9962,Private room,55,7,106,2021-09-30,1.39,1,173
477016,Private room In the heart of Denver,10951,Tricia,Denver,City Park West,39.7413,-104.96934,Private room,55,3,340,2021-10-25,5.26,1,35
504080,Creative Haven in Artist’s Abode,2370964,Andrea,Denver,Clayton,39.76574,-104.95379,Entire home/apt,149,3,58,2021-10-25,0.62,1,77
521072,Downtown and Modern by Hospital.,2563107,Matthew,Denver,City Park West,39.74428,-104.96285,Entire home/apt,130,60,206,2021-09-13,1.87,1,177
548897,"TreeHouseSuite, in Healing Center ~30 DAYS OR MORE",1313972,Heather,Denver,City Park West,39.74032,-104.96,Private room,50,30,154,2021-10-07,2.46,2,271
575758,a REAL warehouse LOFT,2832150,Kerry,Denver,Five Points,39.76746,-104.97948,Entire home/apt,200,180,37,2017-01-09,0.41,1,365
632709,1890 townhome in popular LoHi! 2018-BFN-0009355,2157095,Valerie,Denver,Highland,39.76659,-105.00957,Entire home/apt,143,29,163,2020-03-13,2.08,1,66
665622,Walk to Everything Downtown- 2BR,3364096,Becky,Denver,Highland,39.76091,-105.01205,Entire home/apt,159,29,853,2021-09-30,30.43,2,216
676825,Beautiful Home in Charming Location,3440535,Krista,Denver,Stapleton,39.75706,-104.88374,Entire home/apt,195,5,161,2021-10-11,1.86,1,205
715123,Hip Platt Park Bungalow,3654159,Dave & Lisa,Denver,Platt Park,39.69565,-104.983,Entire home/apt,115,2,35,2021-10-17,4.32,1,23
732845,"RiNo Breweries, Food, Music & Art just steps away!",3816358,John,Denver,Five Points,39.759,-104.98106,Entire home/apt,362,2,131,2021-10-04,1.41,1,212
746298,Urban Retreat with Private Bath,3915386,Mary,Denver,Lowry Field,39.72345,-104.89731,Private room,56,30,87,2021-05-31,1.1,1,26
756594,Private lower level 2 bedroom suite,3638426,Ling & Chris,Denver,South Park Hill,39.74027,-104.91516,Entire home/apt,81,2,330,2021-10-20,7.75,1,332
761858,2 Bedrooms - 2 King Size Beds (Park Hill),489506,Doreen,Denver,South Park Hill,39.75006,-104.93265,Private room,180,1,20,2021-10-18,0.22,3,78
774712,ZEN! Best Location! Cute & Quiet. CLOROX CLEAN!,4087056,Jeanne,Denver,City Park West,39.74245,-104.9681,Entire home/apt,66,30,34,2021-09-21,0.46,6,339
776434,Super-comfortable Modern Home 3 Bdr -Platt Park DU,3344763,Steve,Denver,Platt Park,39.68403,-104.98296,Entire home/apt,196,3,89,2021-10-11,0.87,3,282
785140,Main floor of bungalow with 1 GB internet,1275081,Shawn,Denver,Sunnyside,39.78097,-105.01723,Entire home/apt,160,2,62,2021-10-24,0.64,2,0
787456,Queen en suite in lovely Victorian,4150751,Pamela,Denver,Congress Park,39.73433,-104.95666,Private room,74,29,368,2020-09-27,7.35,3,0
834896,Dwell Contender!On Park! Walk Score 10+-Dog OK-,4366942,Nan,Denver,City Park West,39.74965,-104.96088,Entire home/apt,105,30,77,2021-08-31,0.75,3,0
852934,Peaceful Artist Oasis 2BR easy access Downtown,4452973,Vivian & Tom,Denver,Goldsmith,39.67548,-104.92997,Entire home/apt,97,1,282,2021-10-18,4.41,1,360
915016,Cozy Capitol Hill Accommodation,4911774,Tim And Cindy,Denver,Capitol Hill,39.73572,-104.97783,Entire home/apt,95,14,317,2021-10-25,4.02,1,230
921485,Stylish & Historic LoHi Loft w/ Views and Parking,3378084,Alexandra,Denver,Highland,39.75893,-105.01637,Entire home/apt,129,29,65,2021-10-01,0.72,2,294
953052,Congress Park Cottage,5173501,Steve,Denver,Congress Park,39.7325,-104.94919,Entire home/apt,90,30,2,2018-09-16,0.03,1,351
958612,DENVER  2BD/2BA SUITE MOUNTAIN VIEW GREAT LOCATION,5216325,Julia,Denver,CBD,39.74646,-104.99688,Entire home/apt,125,30,11,2019-08-02,0.12,6,242
1004131,Stapleton Carriage House,4745285,Sean,Denver,Stapleton,39.76001,-104.86888,Entire home/apt,129,21,26,2021-10-09,0.68,1,14
1041934,"Private apt in Berkeley, MTN Views!",5811115,Annette,Denver,Berkeley,39.78185,-105.03972,Entire home/apt,165,30,29,2021-03-29,0.47,5,296
1042331,Beautiful Apt in Berkeley/Highlands,5811115,Annette,Denver,Berkeley,39.78166,-105.03975,Entire home/apt,145,30,40,2021-09-30,0.42,5,211
1069351,Historic Denver Bungalow- 30+ day rentals only,3577356,Bonnie,Denver,Sunnyside,39.7738,-105.00937,Entire home/apt,100,30,5,2018-11-17,0.06,1,120
1074386,1BR/1BA Santa Fe Arts District Home,5910663,Tony,Denver,Lincoln Park,39.72771,-104.99788,Entire home/apt,143,1,77,2021-10-24,0.8,3,264
1082572,Baker Flat/Private Yard & Parking-30+ Dogs OK. 5G.,879998,Jennifer,Denver,Baker,39.71284,-104.99194,Entire home/apt,170,30,43,2020-10-27,0.65,4,60
1143676,Modern Sizzle-New-Across from City Park-! Superb!,4366942,Nan,Denver,City Park West,39.74825,-104.96023,Entire home/apt,120,30,41,2020-12-19,0.55,3,353
1153002,Comforts of Home in RiNO - 3bd/2ba,192640,Kim,Denver,Cole,39.76804,-104.97044,Entire home/apt,136,30,54,2016-05-01,0.74,3,301
1220547,Sunny Southwest Exposure! Brooks Tower One-Bed 5A,6658113,Ann,Denver,CBD,39.74634,-104.99678,Entire home/apt,56,30,3,2021-08-31,0.03,13,120
1223593,Sweet and sunny in Capitol Hill,6674631,Cynthia,Denver,Cheesman Park,39.73684,-104.96974,Private room,68,29,155,2021-06-20,1.75,3,333
1223612,Suite of rooms in Capitol Hill,6674631,Cynthia,Denver,Cheesman Park,39.73165,-104.97057,Private room,58,29,180,2021-06-14,1.96,3,363
1236000,Sunny studio! Brooks Tower 5B,6658113,Ann,Denver,CBD,39.74634,-104.99678,Entire home/apt,58,30,12,2021-08-02,0.12,13,120
1240215,Fully furnished downtown apt! Brooks Tower 5G,6658113,Ann,Denver,CBD,39.74634,-104.99678,Entire home/apt,53,30,6,2020-11-03,0.06,13,0
1243170,"Artsy Home - Queen Bed, Private Ba",192640,Kim,Denver,Cole,39.76803,-104.96903,Private room,47,30,9,2016-03-10,0.11,3,302
1291679,Sunny Balcony! Downtown 2x2 Brooks Tower 5C,6658113,Ann,Denver,CBD,39.74634,-104.99678,Entire home/apt,98,30,5,2021-07-10,0.05,13,120
1311993,Downtown Apt - Clean & Convenient! Brooks Tower 5I,6658113,Ann,Denver,CBD,39.74634,-104.99678,Entire home/apt,58,30,10,2020-11-01,9.09,13,120
1313699,"Platt Park Urban Getaway: entire house, families!",7138728,Ann,Denver,University,39.68363,-104.97227,Entire home/apt,218,4,18,2016-08-07,0.2,1,0
1315853,Downtown One-Bed Apt w/Balcony! Brooks Tower 4G,6658113,Ann,Denver,CBD,39.74634,-104.99678,Entire home/apt,78,30,5,2021-08-25,0.07,13,0
1339519,Spacious One Bedroom w/Balcony: Brooks Tower 4A,6658113,Ann,Denver,CBD,39.74634,-104.99678,Entire home/apt,56,30,7,2021-07-01,7,13,120
1397309,Private balcony! Brooks Tower 6A,6658113,Ann,Denver,CBD,39.74634,-104.99678,Entire home/apt,78,30,5,2016-12-14,0.08,13,120
1402409,Spacious 1928 Bungalow near Sloan's Lake.,1382900,Pamela,Denver,West Colfax,39.73845,-105.03883,Entire home/apt,245,3,116,2021-10-17,1.3,1,192
1454673,2 Bdrm Suite in Victorian (Denver Botanic Gardens),4150751,Pamela,Denver,Congress Park,39.73439,-104.95807,Private room,102,29,133,2020-09-08,2.02,3,0
1529804,Bright & Cosy Studio Near Shops and Restaurants,8157870,Rachel,Denver,Berkeley,39.77873,-105.02739,Entire home/apt,79,1,252,2021-10-21,16.12,1,74
1581384,West Highlands Sweet Retreat!,8410190,Deanna,Denver,West Highland,39.76794,-105.05151,Entire home/apt,128,30,73,2021-10-06,1.13,7,259
1583103,W. Wash Park Artist Bungalow,8428229,Christina,Denver,Speer,39.71954,-104.98346,Entire home/apt,108,29,28,2021-07-15,0.91,3,1
1594161,Newly Renovated Apartment-Perfect for Families!,4756064,Brian And Tarryn,Denver,West Colfax,39.73926,-105.04679,Entire home/apt,88,3,201,2021-10-18,3.43,1,30
1637744,Park Hill Denver: Shady Retreat,8697449,Jennifer,Denver,South Park Hill,39.74252,-104.90985,Private room,60,31,38,2021-07-17,0.52,1,245
1641476,Charming 1890's Victorian Cottage by Sloan's Lake,8714815,Allison,Denver,Sloan Lake,39.75276,-105.05175,Entire home/apt,201,3,33,2021-06-30,0.66,1,86
1733052,Beautiful Private Basement Suite near Downtown,2416216,Jason,Denver,Cheesman Park,39.73871,-104.97073,Private room,104,1,1143,2021-10-21,15.45,1,292
1737365,Stylish & Historic LoHi Loft on Wyandot,3378084,Alexandra,Denver,Highland,39.75901,-105.01541,Entire home/apt,130,29,67,2020-08-21,0.72,2,221
1785877,Cozy and Convenient in Capitol Hill,6674631,Cynthia,Denver,Cheesman Park,39.73705,-104.96834,Private room,56,29,169,2021-09-30,2.27,3,302
1792152,Peaceful Retreat in Congress Park,9402581,Rita,Denver,Congress Park,39.73404,-104.94654,Private room,78,29,252,2021-09-19,2.93,2,333
1801950,Best Location HUGE 1 bedroom loft,9447036,Zach,Denver,CBD,39.74569,-104.99202,Entire home/apt,243,2,258,2021-10-15,5.89,2,158
1900638,MasterBdrm&PrivateBath*LadiesOnly*WalkDU&PorterHos,9869829,Barbara,Denver,University,39.66641,-104.96587,Private room,35,10,86,2020-02-01,3.6,3,4
1901266,PrivateBdrmShareBath*LadiesOnly*Walk DU&PorterHos,9869829,Barbara,Denver,University,39.66793,-104.96606,Private room,40,7,93,2021-10-09,1.1,3,169
1905596,"Charming, cozy, private hideaway",5811115,Annette,Denver,Berkeley,39.78125,-105.03799,Entire home/apt,110,30,69,2021-09-02,0.75,5,310
1915301,Modern 4 Story LoHi Home | Panoramic Rooftop Views,9933778,Kelvin,Denver,Highland,39.76823,-105.00989,Entire home/apt,420,3,30,2021-10-24,1.25,1,60
1955800,High-Rise Condo in Heart of Denver,10109001,Joey,Denver,CBD,39.74578,-104.99603,Entire home/apt,200,29,15,2018-08-31,0.17,1,147
1959836,Artist Cottage in Denver,10033473,Anne,Denver,Clayton,39.76476,-104.95804,Private room,39,30,297,2019-11-04,3.73,1,26
1966103,Wash Park/DU • 10 Mins Downtown • Family Friendly,9597571,Jon & Irene,Denver,Platt Park,39.67953,-104.98035,Entire home/apt,150,29,8,2020-07-21,0.29,2,153
2104774,"HOT! Best Location.  Cozy, quiet. CLOROX CLEAN!",4087056,Jeanne,Denver,City Park West,39.74245,-104.9681,Entire home/apt,68,30,49,2021-10-12,0.7,6,337
2119667,Architect Owned Unique Retreat in the Art District,10535707,Nicole,Denver,Lincoln Park,39.73499,-105.00108,Entire home/apt,235,29,415,2021-09-04,17.63,1,314
2139342,Designer Home Away From Home,10917089,Jeffrey,Denver,Hilltop,39.72061,-104.91187,Entire home/apt,92,30,154,2021-09-06,1.83,5,265
2153985,Sleeps 6 - Duplex 2 miles from Downtown Denver,10534574,Jessica,Denver,Sunnyside,39.77007,-105.00293,Entire home/apt,145,1,54,2021-10-24,13.06,1,144
2175370,PrivateBdrmShare Bath*LadiesOnly*Walk DU&PorterHos,9869829,Barbara,Denver,University,39.66636,-104.96569,Private room,26,7,60,2019-10-20,1.97,3,4
2216969,Modern Studio,10917089,Jeffrey,Denver,Hilltop,39.72202,-104.91177,Entire home/apt,70,30,150,2021-10-21,2.37,5,294
2232323,"Cozy Cottage in the Country Club,",11393480,Darrow,Denver,Country Club,39.72367,-104.96557,Entire home/apt,260,7,83,2021-10-21,0.9,1,312
2239191,"Spacious victorian, bright and airy near downtown.",1239512,Zorab,Denver,Clayton,39.76768,-104.9551,Entire home/apt,214,4,73,2021-10-19,1.01,1,338
2243316,"BEST! Location, open, quiet, CLOROX CLEAN!",4087056,Jeanne,Denver,City Park West,39.74245,-104.9681,Entire home/apt,72,30,29,2021-06-30,0.41,6,352
2267500,Quiet Highlands Cottage,7961148,Cory,Denver,West Highland,39.76485,-105.03541,Entire home/apt,115,29,246,2019-09-21,2.7,1,190
2361919,The Cloisters at Berkeley,5811115,Annette,Denver,Berkeley,39.78009,-105.03965,Entire home/apt,70,30,39,2021-10-15,0.44,5,313
